MasterIndex,Patent,IssueDate,AppDate,OrigAppDate,ReissueOf,Renewal,Continuation,Division,Class,Subclass,OtherClasses,IPCCodes,Claims,NumInventors,FirstInventor,InvCity,InvState,InvCountry,Assignee,AssCity,AssState,AssCountry,NumRefs,NumUSRefs,NumUtilityRefs,NumDesignRefs,NumPlantRefs,NumReissueRefs,NumForReferences,OCPDate,MCPDate,USPQDocketNum,DJ,PatDef,DCPub,DCEdition,DCVolume,DCPage,DCNumPatents,DCDecision,DCState,District,CAFCEra,DistDate,Patentee,AllegInf,AllegInf2,ACPub,ACEdition,ACVolume,ACPage,ACNumPatents,FirstAC,ACDate,Affirmed,ACDecision,DC2ndDecDate,DC2ndCite,DC2ndDec,AC2ndDecDate,AC2ndCite,AC2ndDecision
2401,1903960,4/18/33,12/15/25,12/15/25,na,0,0,0,442,244,139/385.5; 156/308.6; 2/143; 428/536; 442/301; 450/156; 493/330,D06M,4,1,"Dreyfus, Camille",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,36,496,5,NINF,NY,SD,0,12/20/37,Celanese Corp. of America,"Essley Shirt Corp., Inc.",none,1,1,38,432,1,2,8/23/38,0,rev(V&I),na,na,na,na,na,na
2402,1904316,4/18/33,4/26/29,4/26/29,na,0,0,0,139,159,none,D03D,1,1,"Kullman, Alfred",Worcester,MA,US,Graton & Knight Company,Worcester,MA,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,NC,MD,0,unknown,Graton & Knight Co.,"Ralph W. McKee and Harold Perpall, d/b/a Philadelphia Belting Co.",none,1,1,32,89,1,4,1/5/37,1,affirmed,na,na,na,na,na,na
2403,1904355,4/18/33,7/23/30,7/23/30,na,0,0,0,198,516,none,E21D,15,1,"Clarkson, John L.",Nashville,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,IL,SD,0,unknown,John L. Clarkson,Indiana and Illinois Coal Corp. ,Goodman Manufacturing Co.,1,1,34,151,1,7,6/30/37,0,rev(NINF),na,na,na,na,na,na
2404,1904647,4/18/33,5/21/25,5/21/25,na,0,0,0,187,388,200/16R; 200/47,B66B,85,3,"Lindquist, David L.",Hartsdale,NY,US,Otis Elevator Company,Jersey City,NJ,US,na,na,na,na,na,na,na,na,na,7995,0,0,1,1,35,420,2,V&I,NY,ED,0,11/10/37,Otis Elevator Co.,"570 Building Corp., Samuel Cohen and Jacob C. Cohen, and Staley Elevator Co. Inc.",none,1,1,38,502,2,2,7/29/38,1,affirmed,na,na,na,na,na,na
2405,1904647,4/18/33,5/21/25,5/21/25,na,0,0,0,187,388,200/16R; 200/47,B66B,85,3,"Lindquist, David L.",Hartsdale,NY,US,Otis Elevator Company,Jersey City,NJ,US,na,na,na,na,na,na,na,na,na,126-E,0,0,1,1,75,159,1,V&I,WV,ND,0,8/1/47,Otis Elevator Co.,"City of Grafton, WV, et al.",Warner Elevator Manufacturing Co.,1,1,76,450,1,4,2/27/48,1,affirmed,na,na,na,na,na,na
2406,1904647,4/18/33,5/21/25,5/21/25,na,0,0,0,187,388,200/16R; 200/47,B66B,85,3,"Lindquist, David L.",Hartsdale,NY,US,Otis Elevator Company,Jersey City,NJ,US,na,na,na,na,na,na,na,na,na,C-9668,0,0,1,1,83,289,1,V&I,NY,ED,0,10/31/49,Otis Elevator Co.,"John W. Kiesling & Son, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2407,1904912,4/18/33,7/6/28,6/6/25,na,0,0,1,109,53,109/59R; 109/82; 312/220; 312/221,E05G,26,1,"Wolters, Carl F.",Marietta,OH,US,Remington Rand Inc.,Buffalo,NY,US,na,na,na,na,na,na,na,na,na,4406,0,0,1,1,58,671,1,NINF,OH,ND,0,12/11/42,"Remington Rand, Inc.",Meilink Steel Safe Co.,none,1,1,60,510,1,6,2/16/44,1,affirmed,na,na,na,na,na,na
2408,1905079,4/25/33,11/21/31,11/21/31,na,0,0,0,384,96,none,E21B,2,2,"Wellensiek, Louis H.",Houston,TX,US,Hughes Tool Company,Houston,TX,US,na,na,na,na,na,na,na,na,na,823,0,0,1,1,47,74,7,V&I,TX,ND,0,1/30/39,Hughes Tool Co.,United Machine Co. et al.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2409,1905091,4/25/33,4/28/30,4/28/30,na,0,0,0,56,16.5,none,A01D,4,1,"Hanson, Perren J.",Independence,MO,US,Gleaner Harvester Corporation,Independence,MO,US,na,na,na,na,na,na,na,na,na,822,0,0,1,1,53,300,2,INV,MO,WD,0,4/7/42,Gleaner Harvester Corp.,J.I. Case Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2410,1905131,4/25/33,2/25/31,2/25/31,na,0,0,0,62,341,126/190; 312/306; 62/331,A23L; F25D,30,2,"Birdseye, Clarence",Gloucester,MA,US,"Frosted Foods Company, Inc.",Dover,DE,US,na,na,na,na,na,na,na,na,na,1267,0,1,1,1,56,13,6,INV,DE,na,0,12/8/42,General Foods Corp. et al.,Booth Fisheries Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2411,1905391,4/25/33,11/19/30,11/19/30,na,0,0,0,112,176,none,D05B,12,1,"Mueller, Charles W.",St. Louis,MO,US,Lewis Invisible Stitch Machine Company,St. Louis,MO,US,na,na,na,na,na,na,na,na,na,80/86; 82/365; and 83/361,0,0,1,1,37,635,4,NINF,NY,SD,0,12/17/37,Lewis Invisible Stitch Machine Co.,Columbia Blindstitch Machine Manufacturing Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2412,1906260,5/2/33,2/16/31,2/16/31,na,0,0,0,273,123A,200/61.11; 200/85R; 200/DIG.23; 235/98R; 340/323R; 340/815.69; 340/815.81,A63F,10,1,"Gibbs, John T.",Long Beach,CA,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,7717,0,0,1,1,29,518,1,V&I,NY,ED,0,5/26/36,John T. Gibbs and Kahn's Amusement Corp.,"T.Z.R. Amusement Corp., Sam Taffet, Irving Taffet, Herman Rapps and Samuel Zindel",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2413,1906260,5/2/33,2/16/31,2/16/31,na,0,0,0,273,123A,200/61.11; 200/85R; 200/DIG.23; 235/98R; 340/323R; 340/815.69; 340/815.81,A63F,10,1,"Gibbs, John T.",Long Beach,CA,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,CA,SD,0,unknown,Gibbs,Faulkner,none,1,1,79,158,1,9,10/8/48,1,affirmed,na,na,na,na,na,na
2414,1906270,5/2/33,10/3/30,10/3/30,na,0,0,0,256,13.1,none,E01F,12,1,"Hunter, Percy E.",Pittsburgh,PA,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,2968,0,0,1,1,32,302,2,V&I,PA,WD,0,1/19/37,Percy E. Hunter,Allegheny County,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2415,1906337,5/2/33,2/1/32,2/1/32,na,0,0,0,206,521.6,206/591; 229/104; 493/91,B65D,7,1,"Rutledge, Robert E.",Kalamazoo,MI,US,Sutherland Paper Company,Kalamazoo,MI,US,na,na,na,na,na,na,na,na,na,809,0,0,1,1,46,19,1,INV,IL,ND,0,3/29/40,Sutherland Paper Co.,Auburn Carton Corp. et al.,none,1,1,48,612,1,7,3/5/41,0,rev(V&I),na,na,na,na,na,na
2416,1906361,5/2/33,3/17/32,3/17/32,na,0,0,0,235,25,235/1E; 235/12; 235/23; 235/27,G06C,5,1,"Berry, Lathrop F.",Jackson,MI,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,8649,0,0,1,1,87,30,3,V&I,PA,ED,0,8/1/50,Berry et al.,"Kemline Metal Products Co., Inc.",none,1,1,90,319,3,3,9/6/51,0,rev(INV),na,na,na,na,na,na
2417,1906453,5/2/33,11/25/31,11/25/31,na,0,0,0,601,43,none,A61H,7,2,"Drinker, Philip",Boston,MA,US,"Collins, Warren E.; Collins, Jr., Warren E.; Chick, Walter G.",Boston,MA,US,na,na,na,na,na,na,na,na,na,3699,0,0,1,1,25,317,3,INV,MA,na,0,4/29/35,Warren E. Collins et al.,John H. Emerson,none,1,1,28,428,3,1,2/25/36,0,rev(V&I),na,na,na,na,na,na
2418,1906844,5/2/33,11/27/31,11/27/31,na,0,0,0,601,43,none,A61H,15,2,"Drinker, Philip",Boston,MA,US,"Collins, Warren E.; Collins, Jr., Warren E.; Chick, Walter G.",Boston,MA,US,na,na,na,na,na,na,na,na,na,3699,0,0,1,1,25,317,3,INV,MA,na,0,4/29/35,Warren E. Collins et al.,John H. Emerson,none,1,1,28,428,3,1,2/25/36,1,affirmed,na,na,na,na,na,na
2419,1907026,5/2/33,2/27/29,2/27/29,na,0,0,0,264,40.5,264/315,B29D,1,1,"Woock, Herbert J.",Lodi,CA,US,Super Mold Corporation,Reno,NV,US,na,na,na,na,na,na,na,na,na,1409-RJ,0,0,1,1,41,256,2,INV,CA,SD,0,3/28/39,Supermold Corp. of America,American Tire Machinery Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2420,1907199,5/2/33,7/27/27,7/27/27,na,0,0,0,99,331,219/512; 219/525; 340/593; 99/342,A47J,6,1,"Hurxthal, Alpheus O.",Philadelphia,PA,US,Proctor & Schwartz Electric Company,Philadelphia,PA,US,na,na,na,na,na,na,na,na,na,1159,0,0,1,1,37,434,2,V&I,DE,na,0,4/22/38,Proctor Electric Co.,McGraw Electric Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2421,1907339,5/2/33,11/1/24,11/1/24,na,0,0,0,74,604,none,F16F,1,1,"Bocz, Alexander J.",Detroit,MI,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,5646,0,0,1,1,33,475,4,INV,MI,ED,0,5/17/37,Alexander J. Bocz,Hudson Motor Car Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2422,1907453,5/9/33,11/27/23,11/27/23,na,0,0,0,29,4.53,none,B23P,38,1,"Steinbart, William A.",Richmond Hill,NY,US,International Steel Wool Corporation,Springfield,OH,US,na,na,na,na,na,na,na,na,na,1242,0,1,1,1,52,61,2,INV,OH,SD,0,12/18/41,International Steel Wool Corp.,The Williams Co.,none,1,1,58,372,1,6,6/22/43,1,affirmed,na,na,na,na,na,na
2423,1907473,5/9/33,3/17/22,3/17/22,na,0,0,0,116,254,116/301; 361/300,H03J,2,1,"Bailey, Lester W.",Chicago,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,9654,0,0,1,1,44,217,1,INV,OR,na,0,10/23/39,Bailey,"Sears, Roebuck & Co.",none,1,1,47,407,1,9,11/28/40,1,affirmed,na,na,na,na,na,na
2424,1907498,5/9/33,11/11/30,11/11/30,na,0,0,0,585,424,585/425,C07C,9,1,"Carothers, John N.",Anniston,AL,US,"Swann Research, Incorporated",na,na,omitted,na,na,na,na,na,na,na,na,na,535,0,0,1,1,28,20,2,INV,MI,ED,0,10/18/35,"Swann Research, Inc. and Monsanto Chemical Co. of Alabama",Dow Chemical Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2425,1907906,5/9/33,4/27/32,4/27/32,na,0,0,0,193,8,none,B65G,9,1,"Van Riper, Stanley V.",New Rochelle,NY,US,Cutler Mail Chute Co.,Rochester,NY,US,na,na,na,na,na,na,na,na,na,352,0,0,1,1,44,270,1,V&I,NY,ED,0,2/5/40,Cutler Mail Chute Co.,Capital Mail Chute Corp.,none,1,1,48,604,1,2,3/10/41,0,rev(INV),na,na,na,na,na,na
2426,1907919,5/9/33,1/18/20,1/18/20,na,0,0,0,368,259,968/437,G04C,4,2,"Whitehead, Richard H.",New Haven,CT,US,The New Haven Clock Co.,New Haven,CT,US,na,na,na,na,na,na,na,na,na,10-374,1,1,1,1,55,279,1,INV,NY,SD,0,7/27/42,New Haven Clock Co.,General Time Instruments Corp.,none,1,1,57,398,1,2,5/19/43,1,affirmed,na,na,na,na,na,na
2427,1908117,5/9/33,3/28/29,3/28/29,na,0,0,0,222,254,222/192; 222/262; 222/318; 222/413,F16N,29,2,"Clapp, Kenneth S.",Cleveland,OH,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,15323,0,0,1,1,42,425,2,NINF,IL,ND,0,2/7/39,Clapp,Stewart-Warner Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2428,1908218,5/9/33,11/11/31,11/11/31,na,0,0,0,451,464,451/540,B24D,13,1,"Calvert, Glen M.",Grosse Pointe,MI,US,Micromatic Hone Corporation,na,na,omitted,na,na,na,na,na,na,na,na,na,6857,0,0,1,1,78,13,1,INV,MI,ED,0,6/8/48,Micromatic Hone Corp.,Midwest Abrasive Co.,none,1,1,83,409,1,6,11/23/49,0,rev(NINF),na,na,na,na,na,na
2429,1908380,5/9/33,11/5/31,11/5/31,na,0,0,0,194,291,none,na,7,1,"Tratsch, Walter A.",Chicago,IL,US,"Tratsch, Walter A.; The Monarch Tool & Manufacturing Company",Cincinnati,OH,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,INV,IL,ND,0,unknown,Walter A. Tratsch and Monarch Tool and Mfg. Co.,Chicago Lock Co.,none,1,1,22,197,2,7,7/16/34,0,rev(V&I),na,na,na,na,na,na
2430,1908490,5/9/33,5/23/30,5/23/30,na,0,0,0,242,421.7,242/422.3; 242/554.5,B65H,22,1,"Scott, Walter C.",Plainfield,NJ,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,37,240,1,NINF,NJ,na,0,2/4/38,"Scott, d/b/a Walter Scott & Co.",Wood Newspaper Machinery Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2431,1908599,5/9/33,7/10/28,7/10/28,na,0,0,0,208,303,none,C10G,8,1,"Gray, Thomas T.",Elizabeth,NJ,US,The Gray Processes Corporation,Newark,NJ,US,na,na,na,na,na,na,na,na,na,527,0,0,1,1,42,315,5,V&I,TX,ND,0,3/22/39,The Gray Processes Corp.,"Danciger Oil & Refineries, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2432,1908752,5/16/33,6/20/31,6/20/31,na,0,0,0,194,291,none,na,24,1,"Hall, Louis M.",Fort Thomas,KY,US,"The Monarch Tool & Manufacturing Company; Tratsch, Walter A.",Cincinnati; Chicago,OH; IL,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,V&I,IL,ND,0,unknown,Walter A. Tratsch and Monarch Tool and Mfg. Co.,Chicago Lock Co.,none,1,1,22,197,2,7,7/16/34,1,affirmed,na,na,na,na,na,na
2433,1909346,5/16/33,3/13/31,3/13/31,na,0,0,0,112,125,83/918,D05B,24,1,"Gruman, Horace F.",St. Louis,MO,US,Lewis Invisible Stitch Machine Company,St. Louis,MO,US,na,na,na,na,na,na,na,na,na,6869; 6989,0,0,1,1,21,377,2,V&I,NY,ED,0,2/5/34,Lewis Invisible Stitch Machine Co.,Max and Anton Popper (d/b/a Popper Machine Co.),none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2434,1909346,5/16/33,3/13/31,3/13/31,na,0,0,0,112,125,83/918,D05B,24,1,"Gruman, Horace F.",St. Louis,MO,US,Lewis Invisible Stitch Machine Company,St. Louis,MO,US,na,na,na,na,na,na,na,na,na,80-85,0,0,1,1,28,344,5,V&I,NY,SD,0,1/28/36,Lewis Invisible Stitch Machine Co.,"Four-Way Knife Pinking Machine Co., Inc. and Jacob Brussell",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2435,1909537,5/16/33,8/6/32,8/6/32,na,0,0,0,52,6,352/36,E04H,20,1,"Hollingshead, Jr., Richard M.",Riverton,NJ,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,114,0,0,1,1,72,470,1,V&I,RI,na,0,3/11/47,"Park-In Theatres, Inc.","Loew's Drive-In Theatres, Inc.",none,1,1,81,149,1,1,4/8/49,0,rev(INV),na,na,na,na,na,na
2436,1909537,5/16/33,8/6/32,8/6/32,na,0,0,0,52,6,352/36,E04H,20,1,"Hollingshead, Jr., Richard M.",Riverton,NJ,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,CA,SD,0,unknown,"Park-In Theatres, Inc.","Rogers, et al.",none,1,1,55,103,1,9,9/14/42,0,R&R,na,na,na,na,na,na
2437,1909537,5/16/33,8/6/32,8/6/32,na,0,0,0,52,6,352/36,E04H,20,1,"Hollingshead, Jr., Richard M.",Riverton,NJ,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,CA,SD,0,unknown,"Park-In Theatres, Inc.",Perkins et al.,LaVere Co. and Drive-In Theatres of America,1,1,90,163,1,9,6/22/51,1,affirmed,na,na,na,na,na,na
2438,1909610,5/16/33,3/12/30,3/12/30,na,0,0,0,333,33,333/22R,H03H,5,1,"Carter, Philip Staats",Port Jefferson,NY,US,Radio Corporation of America,na,na,omitted,na,na,na,na,na,na,na,na,na,7234,0,0,1,1,31,363,5,NINF,NY,ED,0,10/14/36,Radio Corp. of America ,"MacKay Radio and Telegraph Co., Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2439,1909616,5/16/33,9/15/27,9/15/27,na,0,0,0,15,446,none,B43K,15,1,"Hecking, William A. S.",Teaneck,NJ,US,"Hecking, William A. S.; O'Brien, Joseph F.",Englewood,CA,US,na,na,na,na,na,na,na,na,na,5892,1,1,1,1,51,23,1,INV,NJ,na,0,9/16/41,American Platinum Works et al.,Pfanstiehl Chemical Co.,none,1,1,57,89,1,3,3/30/43,1,affirmed,na,na,na,na,na,na
2440,1909860,5/16/33,2/24/33,2/24/33,na,0,0,0,426,252,118/DIG.6,A23L,5,1,"Harvey, Rodney B.",St. Paul,MN,US,Food Machinery Corporation,San Jose,CA,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,FL,SD,0,unknown,Food Machinery Corp.,Fruit Treating Corp. et al.,none,1,1,45,590,1,5,5/27/40,0,rev(INV),na,na,na,na,na,na
2441,1910476,5/23/33,5/18/32,5/18/32,na,0,0,0,40,661.06,40/530,G09F,1,1,"Rulong, James M.",Gainesville,FL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,43639,0,0,1,1,41,753,1,INV,na,USCC,0,5/29/39,"Identification Devices, Inc., et al.",United States,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2442,1910715,5/23/33,1/28/32,1/28/32,na,0,0,0,2,402,2/406,A41B,7,2,"Ryden, Mabs",Los Angeles,CA,US,"Ryden, Mabs",Los Angeles,CA,US,na,na,na,na,na,na,na,na,na,1368-J,0,0,1,1,44,193,1,INV,CA,SD,0,11/28/39,"Barnes et al., d/b/a Hollywood Silk Mills",Pacific Knitting Mills,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2443,1910848,5/23/33,6/21/30,6/21/30,na,0,0,0,223,2,none,A41H,20,1,"McAuley, Samuel J.",Troy,NY,US,"Cluett, Peabody & Co., Inc.",Troy,NY,US,na,na,na,na,na,na,na,na,na,1073,0,0,1,1,33,182,4,V&I,DE,na,0,3/25/37,"Beattie Mfg. Co. and Cluett, Peabody & Co., Inc.","Tutelman-Kohn-Marcus, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2444,1910849,5/23/33,12/2/31,6/21/30,na,0,0,1,223,2,none,A41H,21,1,"McAuley, Samuel J.",Troy,NY,US,"Cluett, Peabody & Co., Inc.",Troy,NY,US,na,na,na,na,na,na,na,na,na,1073,0,0,1,1,33,182,4,V&I,DE,na,0,3/25/37,"Beattie Mfg. Co. and Cluett, Peabody & Co., Inc.","Tutelman-Kohn-Marcus, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2445,1911056,5/23/33,3/25/29,3/25/29,na,0,0,0,74,505,none,B61H,13,1,"Burnett, Richard W.",Chicago,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,2080,0,0,1,1,51,97,6,INV,IL,ND,0,9/29/41,Ajax Hand Brake Co. et al.,Superior Hand Brake Co.,none,1,1,56,201,6,7,1/6/43,1,affirmed,na,na,na,na,na,na
2446,1911057,5/23/33,3/25/29,10/31/27,1879973,0,0,0,74,505,none,B61H,9,1,"Burnett, Richard W.",Chicago,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,2080,0,0,1,1,51,97,6,INV,IL,ND,0,9/29/41,Ajax Hand Brake Co. et al.,Superior Hand Brake Co.,none,1,1,56,201,6,7,1/6/43,1,affirmed,na,na,na,na,na,na
2447,1911250,5/30/33,12/22/32,10/31/30,na,0,0,1,119,300,119/318; 236/5; 261/92; 312/317.2; 62/382,A01K,5,1,"Stover, Frank E.",Springfield,OH,US,The Bundy Incubator Company,Springfield,OH,US,na,na,na,na,na,na,na,na,na,2728,0,0,1,1,30,340,1,V&I,MI,WD,0,8/12/36,Bundy Incubator Co.,George Cugley and Cugley Incubator Co.,none,1,1,36,524,1,6,12/13/37,1,affirmed,na,na,na,na,na,na
2448,1911250,5/30/33,12/22/32,10/31/30,na,0,0,1,119,300,119/318; 236/5; 261/92; 312/317.2; 62/382,A01K,5,1,"Stover, Frank E.",Springfield,OH,US,The Bundy Incubator Company,Springfield,OH,US,na,na,na,na,na,na,na,na,na,391,1,1,1,1,52,229,1,V&I,OH,SD,0,1/12/42,The Bundy Incubator Co.,The Petersime Incubator Co.,none,1,1,57,215,1,6,4/6/43,1,affirmed,na,na,na,na,na,na
2449,1911289,5/30/33,2/4/32,2/4/32,na,0,0,0,8,142,510/290; 510/291; 510/338; 510/342; 510/343; 510/355; 510/417; 510/483; 510/484,D06L,6,1,"Reddish, Warren T.",Cincinnati,OH,US,"Emery Industries, Inc.",Cincinnati,OH,US,na,na,na,na,na,na,na,na,na,15779; 16896,0,0,1,1,41,765,3,V&I,IL,ND,0,5/27/39,"Emery Industries, Inc.","Schumann, d/b/a Schumann & Co.; De Fay",none,1,1,45,12,2,7,3/22/40,0,rev(INV),na,na,na,na,na,na
2450,1911600,5/30/33,11/22/32,11/22/32,na,0,0,0,180,69.2,446/470,B62D 25/10,5,2,"Bobertz, Gustav",Detroit,MI,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,103,262,1,INV,MI,ED,0,8/20/54,"Gustav H. Bobertz, Jr.",General Motors Corp.,none,1,1,107,338,1,6,12/14/55,1,affirmed,na,na,na,na,na,na
2451,1911726,5/30/33,7/7/31,7/7/31,na,0,0,0,148,253,148/262; 148/263; 216/100; 216/93; 251/368,C23C,9,2,"Tanner, Robert R.",Detroit,MI,US,Metal Finishing Research Corporation,Detroit,MI,US,na,na,na,na,na,na,na,na,na,2787,0,0,1,1,38,468,1,NINF,MI,WD,0,8/6/38,Parker Rust-Proof Co.,Borg-Warner Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2452,1911905,5/30/33,12/12/31,12/12/31,na,0,0,0,166,91.1,138/46; 166/95.1; 251/122; 251/205,E21B,1,2,"Knowlton, Donald R.",Bartlesville,OK,US,Phillips Petroleum Company,Bartlesville,OK,US,na,na,na,na,na,na,na,na,na,2741; 2835,0,0,1,1,24,365,2,NINF,PA,WD,0,2/20/35,Phillips Petroleum Co. and Loyd F. Defenbaugh,Kerotest Mfg. Co.,none,1,1,28,7,2,3,12/17/35,0,rev(V&I),na,na,na,na,na,na
2453,1912165,5/30/33,7/11/30,7/11/30,na,0,0,0,351,172,none,G02C,3,1,"Silverman, Jack R.",Dayton,OH,US,"The Univis Corporation; United Kingdom Optical Company, Limited",Wilmington; London,DE,US; UK,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,INV,MI,ED,0,unknown,The Univis Corp. et al.,Rips et al. and Grimshaw,none,1,1,41,685,2,6,5/3/39,1,affirmed,na,na,na,na,na,na
2454,1912410,6/6/33,3/14/32,3/14/32,na,0,0,0,125,11.1,none,B24B,4,1,"Shotey, William",Detroit,MI,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,4581,0,0,1,1,81,193,1,V&I,MI,ED,0,4/6/49,Shotey,Apex Broach Co.,none,1,1,85,334,1,6,3/27/50,1,affirmed,na,na,na,na,na,na
2455,1913293,6/6/33,1/23/32,1/23/32,na,0,0,0,324,351,33/302; 436/150; 436/28; 73/152.41; 89/1.15,G01V,3,1,"Schlumberger, Conrad",Paris,na,FR,none,na,na,omitted,na,na,na,na,na,na,na,na,na,792,0,0,1,1,51,133,2,V&I,TX,SD,0,6/11/41,Schlumberger Well Surveying Corp.,Halliburton Oil Well Cementing Co.,none,1,1,55,1,2,5,9/5/42,0,rev(INV),na,na,na,na,na,na
2456,1913604,6/13/33,12/14/32,5/25/28,na,0,0,1,455,289,455/292,H03J,10,1,"MacDonald, William A.",Little Neck,NY,US,Hazeltine Corporation,na,na,omitted,na,na,na,na,na,na,na,na,na,183,0,0,1,1,50,311,2,NINF,OH,SD,0,7/2/41,Hazeltine Corp.,The Crosley Corp.,none,1,1,54,435,2,6,8/28/42,1,affirmed,na,na,na,na,na,na
2457,1914115,6/13/33,4/12/28,4/12/28,na,0,0,0,404,67,none,E04F,12,1,"Fink, Harry L.",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,6709,0,0,1,1,22,343,2,V&I,NY,ED,0,8/9/34,Harry L. Fink,"V. Foscato, Inc.",Pioneer Metal Goods Mfg. Co.,1,1,28,47,2,2,12/2/35,0,rev(INV),na,na,na,na,na,na
2458,1914237,6/13/33,5/14/31,5/14/31,na,0,0,0,49,44,none,E06B,16,1,"Blanchard, Robert L.",New York,NY,US,Van Kannel Revolving Door Company,New York,NY,US,na,na,na,na,na,na,na,na,na,7806,0,0,1,1,41,465,1,INV,NY,ED,0,4/26/39,Van Kannel Revolving Door Co.,General Bronze Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2459,1914301,6/13/33,5/23/32,5/23/32,na,0,0,0,450,83,24/198; D2/708,A41F,5,1,"Schottenfels, Henry",West New York,NJ,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,87-391,0,0,1,1,44,213,2,NINF,NY,SD,0,12/15/39,Schottenfels,"Sobel, d/b/a Governor Specialties Co.",none,1,1,45,674,2,2,6/17/40,1,affirmed,na,na,na,na,na,na
2460,1915098,6/20/33,6/24/31,6/24/31,na,0,0,0,52,203,none,B60J,3,1,"Kile, Alfred W.",Minneapolis,MN,US,Durkee-Atwood Company,Minneapolis,MN,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,INV,MN,na,0,unknown,Durkee-Atwood Co.,Fifth Second Co. and Juckem Co. and William Hilger (d/b/a Hilger Co.),none,1,1,27,196,2,8,10/31/35,1,affirmed,na,na,na,na,na,na
2461,1915659,6/27/33,2/15/30,6/17/28,na,0,1,0,5,717,5/720,A47C,21,1,"Gail, John F.",Evanston,IL,US,Simmons Company,New York,NY,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,INV,IL,ND,0,unknown,Simmons Co.,Superior Felt and Bedding Co.,none,1,1,43,293,2,7,11/18/39,1,affirmed,na,na,na,na,na,na
